sample_no,printer_type,material,layer_thickness_mm,infill_density_pct,infill_pattern,speed_mm_s,roughness_avg_um,hardness_avg,peak_load_n,peak_stress_kpa,strain_at_break,modulus_mpa,width_mm,thickness_mm,roughness_valid
198,closed,PETG,0.2,50,zigzag,70,2.985333333333333,73.2,792.6886666666666,34639.96666666667,,2171.169,6.723333333333334,3.403333333333334,True
199,closed,PETG,0.2,80,grid,30,2.3606666666666665,76.4,836.555,36831.0,0.01766666666666667,2426.231,6.566666666666666,3.46,True
200,closed,PETG,0.2,80,grid,50,3.624333333333333,75.4,828.0373333333333,36310.46666666667,0.0185,2385.752666666667,6.726666666666667,3.39,True
201,closed,PETG,0.2,80,grid,70,4.211666666666667,75.3,807.226,34944.26666666666,,2230.775666666666,6.676666666666667,3.46,True
202,closed,PETG,0.2,80,triangles,30,4.244666666666667,75.4,807.3423333333334,37589.33333333334,0.0185,2533.877666666667,6.22,3.453333333333333,True
203,closed,PETG,0.2,80,triangles,50,3.4269999999999996,76.7,854.9603333333333,37905.8,,2479.610666666667,6.556666666666668,3.44,True
204,closed,PETG,0.2,80,triangles,70,4.500333333333333,73.0,828.2666666666668,36378.0,0.018,2423.593,6.626666666666666,3.436666666666667,True
205,closed,PETG,0.2,80,zigzag,30,5.1323333333333325,73.9,840.8116666666666,37593.66666666666,0.0185,2399.529,6.63,3.373333333333334,True
206,closed,PETG,0.2,80,zigzag,50,2.7253333333333334,74.9,901.491,40594.33333333334,0.021,2369.069,6.386666666666667,3.48,True
207,closed,PETG,0.2,80,zigzag,70,5.065666666666666,75.5,931.3093333333333,41082.5,,2462.281333333333,6.609999999999999,3.43,True
208,closed,PETG,0.3,20,grid,30,8.723333333333334,69.3,832.2676666666666,35819.2,0.021,2100.859333333333,6.676666666666667,3.48,True
209,closed,PETG,0.3,20,grid,50,4.622333333333334,70.9,783.9,34135.1,,1981.087,6.580000000000001,3.49,True
210,closed,PETG,0.3,20,grid,70,6.774333333333334,67.2,898.315,37378.23333333334,,2225.987666666666,6.56,3.666666666666667,True
211,closed,PETG,0.3,20,triangles,30,6.377666666666666,72.8,848.1723333333333,37447.66666666666,0.01933333333333333,2239.222,6.37,3.556666666666667,True
212,closed,PETG,0.3,20,triangles,50,8.665333333333333,73.3,876.6236666666667,37629.36666666667,,2199.529,6.600000000000001,3.53,True
213,closed,PETG,0.3,20,triangles,70,5.983999999999999,73.3,659.0356666666667,29623.6,,1731.602666666667,6.34,3.506666666666666,True
214,closed,PETG,0.3,20,zigzag,30,6.5840000000000005,70.9,797.1476666666667,34061.53333333333,,2236.282,6.636666666666667,3.526666666666667,True
215,closed,PETG,0.3,20,zigzag,50,7.449666666666666,72.6,818.6796666666665,34968.83333333334,,2225.202333333333,6.633333333333333,3.53,True
216,closed,PETG,0.3,20,zigzag,70,7.203333333333333,70.7,843.7136666666667,35587.66666666666,,2196.766333333333,6.653333333333333,3.563333333333333,True
217,closed,PETG,0.3,50,grid,30,6.061333333333334,72.2,858.2753333333334,37356.4,,2332.981333333333,6.420000000000001,3.58,True
218,closed,PETG,0.3,50,grid,50,6.843,76.6,795.7673333333333,34059.56666666667,0.02,2092.890666666667,6.669999999999999,3.503333333333333,True
219,closed,PETG,0.3,50,grid,70,7.788999999999999,72.6,887.3686666666667,37482.33333333334,,2301.163666666667,6.583333333333333,3.596666666666666,True
220,closed,PETG,0.3,50,triangles,30,6.111000000000001,73.7,805.3523333333333,34538.93333333333,0.0195,2133.528,6.59,3.536666666666667,True
221,closed,PETG,0.3,50,triangles,50,6.774,74.6,845.1036666666665,35736.6,,2164.011666666667,6.73,3.513333333333333,True
222,closed,PETG,0.3,50,triangles,70,7.433666666666667,71.5,904.6093333333333,37331.5,,2265.279,6.683333333333334,3.626666666666666,True
