sample_no,printer_type,material,layer_thickness_mm,infill_density_pct,infill_pattern,speed_mm_s,roughness_avg_um,hardness_avg,peak_load_n,peak_stress_kpa,strain_at_break,modulus_mpa,width_mm,thickness_mm,roughness_valid
13,closed,PLA+,0.1,50,triangles,30,3.3073333333333337,80.0,549.4956666666667,26002.23333333333,0.011,2666.324333333333,6.173333333333333,3.423333333333333,True
14,closed,PLA+,0.1,50,triangles,50,2.3783333333333334,80.1,533.4576666666667,25141.83333333333,0.011,2651.077666666667,6.056666666666668,3.503333333333333,True
15,closed,PLA+,0.1,50,triangles,70,2.8123333333333336,80.4,527.937,24300.73333333333,0.011,2568.94,6.243333333333333,3.48,True
16,closed,PLA+,0.1,50,zigzag,30,2.138,76.7,559.423,25906.3,0.012,2504.295666666667,6.260000000000001,3.45,True
17,closed,PLA+,0.1,50,zigzag,50,2.2840000000000003,75.4,549.8283333333334,25743.3,0.013,2468.904666666667,6.103333333333334,3.5,True
18,closed,PLA+,0.1,50,zigzag,70,3.207333333333333,75.5,617.8180000000001,28900.66666666667,0.014,2525.021333333334,6.266666666666667,3.423333333333333,True
19,closed,PLA+,0.1,80,grid,30,1.8906666666666665,83.3,649.3003333333334,30508.9,0.012,3085.137,6.186666666666667,3.44,True
20,closed,PLA+,0.1,80,grid,50,2.4076666666666666,81.7,668.6626666666667,31251.5,0.01233333333333333,3148.007333333333,6.19,3.456666666666667,True
21,closed,PLA+,0.1,80,grid,70,3.16,82.1,631.9976666666666,29518.46666666666,0.012,2964.279666666667,6.186666666666667,3.46,True
22,closed,PLA+,0.1,80,triangles,30,3.157,82.4,649.5533333333333,30375.9,0.01066666666666667,3356.015,6.156666666666666,3.473333333333333,True
23,closed,PLA+,0.1,80,triangles,50,2.9436666666666667,82.8,697.725,32632.46666666666,0.011,3465.282333333333,6.18,3.46,True
24,closed,PLA+,0.1,80,triangles,70,3.292,82.1,706.8326666666667,32832.56666666667,0.011,3472.533666666667,6.216666666666666,3.463333333333333,True
25,closed,PLA+,0.1,80,zigzag,30,4.022333333333333,81.0,762.7906666666668,35620.83333333334,0.013,3253.146,6.22,3.443333333333333,True
26,closed,PLA+,0.1,80,zigzag,50,2.619666666666667,81.3,801.475,37307.23333333333,0.013,3357.978000000001,6.233333333333333,3.446666666666667,True
27,closed,PLA+,0.1,80,zigzag,70,2.5236666666666667,81.0,782.8783333333332,36436.73333333334,0.013,3370.911333333333,6.186666666666667,3.473333333333333,True
28,closed,PLA+,0.2,20,grid,30,5.390333333333333,80.4,576.314,27156.9,0.01333333333333333,2421.261666666667,6.046666666666667,3.51,True
29,closed,PLA+,0.2,20,grid,50,5.092,80.6,599.4423333333333,28558.23333333333,0.013,2593.910666666667,6.066666666666666,3.46,True
30,closed,PLA+,0.2,20,grid,70,5.006666666666667,79.3,625.3413333333334,29481.3,0.013,2629.853333333333,6.136666666666667,3.456666666666667,True
31,closed,PLA+,0.2,20,triangles,30,5.183333333333334,79.2,614.1856666666666,29326.53333333334,0.01266666666666667,2656.837,6.076666666666667,3.446666666666667,True
32,closed,PLA+,0.2,20,triangles,50,5.413333333333333,79.6,592.6356666666667,27946.66666666667,0.013,2590.568333333333,6.053333333333334,3.503333333333333,True
33,closed,PLA+,0.2,20,triangles,70,5.528,78.3,605.447,28598.06666666667,0.013,2665.494666666667,6.136666666666667,3.45,True
34,closed,PLA+,0.2,20,zigzag,30,5.192,78.1,590.916,27562.4,0.013,2582.999333333333,6.19,3.463333333333333,True
35,closed,PLA+,0.2,20,zigzag,50,5.512666666666665,78.7,595.8046666666667,28034.36666666667,0.01266666666666667,2628.881666666667,6.16,3.450000000000001,True
36,closed,PLA+,0.2,20,zigzag,70,5.3293333333333335,76.6,613.2656666666667,28716.23333333333,0.01266666666666667,2657.193,6.19,3.45,True
37,closed,PLA+,0.2,50,grid,30,5.3629999999999995,81.5,649.0896666666666,30781.23333333333,0.013,2865.523,6.106666666666666,3.453333333333333,True
38,closed,PLA+,0.2,50,grid,50,4.963333333333334,81.8,664.901,31183.06666666667,0.013,2892.927333333333,6.169999999999999,3.456666666666667,True
39,closed,PLA+,0.2,50,grid,70,4.861999999999999,81.3,641.2406666666667,30333.83333333333,0.013,2808.144666666667,6.096666666666667,3.466666666666667,True
40,closed,PLA+,0.2,50,triangles,30,5.555666666666666,81.2,657.7043333333332,30953.3,0.012,3026.659,6.153333333333333,3.453333333333333,True
41,closed,PLA+,0.2,50,triangles,50,4.9270000000000005,81.7,659.1833333333334,30884.8,0.012,3016.304,6.163333333333334,3.463333333333333,True
42,closed,PLA+,0.2,50,triangles,70,5.590333333333334,82.0,692.6573333333332,32147.03333333334,0.01233333333333333,3093.121000000001,6.216666666666666,3.466666666666667,True
43,closed,PLA+,0.2,50,zigzag,30,5.493666666666666,80.5,692.015,32625.36666666667,0.013,2921.827666666667,6.19,3.426666666666666,True
44,closed,PLA+,0.2,50,zigzag,50,4.9910000000000005,81.0,678.515,31796.33333333333,0.01333333333333333,2902.304,6.149999999999999,3.47,True
45,closed,PLA+,0.2,50,zigzag,70,5.092,81.2,695.8906666666667,31850.1,0.01333333333333333,2890.801,6.213333333333334,3.516666666666667,True
46,closed,PLA+,0.2,80,grid,30,4.553333333333334,82.4,766.9723333333333,35909.9,0.013,3385.422333333333,6.149999999999999,3.473333333333333,True
47,closed,PLA+,0.2,80,grid,50,4.685,82.8,768.351,36059.13333333333,0.013,3416.916333333333,6.146666666666667,3.466666666666667,True
48,closed,PLA+,0.2,80,grid,70,6.1385000000000005,82.5,777.3096666666667,36398.3,0.013,3409.962,6.136666666666667,3.48,True
49,closed,PLA+,0.2,80,triangles,30,4.928,82.1,756.6326666666668,35811.16666666666,0.012,3593.098,6.16,3.43,True
50,closed,PLA+,0.2,80,triangles,50,4.657333333333333,81.9,761.1743333333334,35536.33333333334,0.01166666666666667,3602.719,6.173333333333333,3.47,True
51,closed,PLA+,0.2,80,triangles,70,6.326666666666667,82.1,756.8923333333333,35244.96666666667,0.01166666666666667,3596.827666666667,6.136666666666667,3.5,True
52,closed,PLA+,0.2,80,zigzag,30,6.194,81.9,782.8906666666667,36688.36666666667,0.013,3375.473666666667,6.203333333333333,3.44,True
53,closed,PLA+,0.2,80,zigzag,50,5.413,80.6,764.7973333333333,36281.76666666666,0.013,3345.984333333334,6.07,3.473333333333333,True
54,closed,PLA+,0.2,80,zigzag,70,4.954,80.9,791.2049999999999,37484.0,0.013,3450.802333333333,6.083333333333333,3.47,True
55,closed,PLA+,0.3,20,grid,30,5.721,79.3,743.5013333333333,33100.7,0.013,3026.615333333334,6.216666666666666,3.613333333333333,True
56,closed,PLA+,0.3,20,grid,50,6.320666666666667,80.4,756.899,34527.53333333333,0.013,3101.280333333334,6.106666666666666,3.59,True
57,closed,PLA+,0.3,20,grid,70,6.705666666666667,78.7,753.639,34226.83333333334,0.01333333333333333,3051.501,6.066666666666666,3.63,True
58,closed,PLA+,0.3,20,triangles,30,6.476666666666667,79.3,723.015,32870.1,0.01233333333333333,3069.449666666667,6.133333333333333,3.586666666666666,True
59,closed,PLA+,0.3,20,triangles,50,5.979,79.8,741.561,33564.1,0.013,3119.992333333333,6.103333333333334,3.62,True
60,closed,PLA+,0.3,20,triangles,70,6.9093333333333335,80.9,777.1483333333332,34854.6,0.013,3162.322333333334,6.12,3.643333333333333,True
61,closed,PLA+,0.3,20,zigzag,30,6.039666666666666,79.6,688.7086666666665,31364.2,0.012,3092.368,6.126666666666666,3.583333333333333,True
62,closed,PLA+,0.3,20,zigzag,50,6.109666666666667,79.1,731.1756666666666,32893.9,0.01266666666666667,3071.115333333333,6.106666666666666,3.64,True
63,closed,PLA+,0.3,20,zigzag,70,6.46,79.9,770.7066666666666,34764.6,0.013,3156.697333333334,6.13,3.616666666666667,True
64,closed,PLA+,0.3,50,grid,30,5.66,81.1,776.6186666666666,35143.8,0.01266666666666667,3334.390333333333,6.156666666666666,3.59,True
65,closed,PLA+,0.3,50,grid,50,6.1433333333333335,80.5,790.6836666666667,35678.46666666667,0.01266666666666667,3359.751,6.116666666666667,3.623333333333334,True
66,closed,PLA+,0.3,50,grid,70,7.169,79.9,806.672,36060.66666666666,0.013,3354.368,6.123333333333332,3.653333333333334,True
67,closed,PLA+,0.3,50,triangles,30,5.274,80.8,782.418,35261.16666666666,0.01166666666666667,3596.211333333333,6.13,3.62,True
68,closed,PLA+,0.3,50,triangles,50,6.365333333333333,79.8,816.6610000000001,36712.36666666666,0.012,3631.355666666667,6.156666666666666,3.613333333333333,True
69,closed,PLA+,0.3,50,triangles,70,7.933333333333333,79.4,831.1213333333334,37015.33333333334,0.012,3577.485333333334,6.13,3.663333333333334,True
70,closed,PLA+,0.3,50,zigzag,30,5.517666666666667,80.7,782.1080000000001,34882.83333333334,0.012,3431.386666666667,6.143333333333334,3.65,True
71,closed,PLA+,0.3,50,zigzag,50,6.191666666666666,79.4,815.9876666666665,36205.9,0.013,3440.002333333333,6.113333333333333,3.686666666666667,True
72,closed,PLA+,0.3,50,zigzag,70,6.239666666666667,79.6,813.052,36614.63333333333,0.01266666666666667,3478.630666666666,6.123333333333334,3.626666666666666,True
73,closed,PLA+,0.3,80,grid,30,5.772666666666666,80.0,873.9816666666666,38667.83333333334,0.012,3799.315,6.226666666666667,3.63,True
74,closed,PLA+,0.3,80,grid,50,7.402333333333334,78.4,875.2206666666667,38451.3,0.012,3742.602666666667,6.113333333333333,3.723333333333333,True
75,closed,PLA+,0.3,80,grid,70,7.808333333333333,78.3,891.1403333333334,38214.86666666667,0.013,3681.502,6.116666666666667,3.813333333333333,True
76,closed,PLA+,0.3,80,triangles,30,5.511333333333333,79.5,854.4143333333333,37930.8,0.012,3841.670666666666,6.2,3.633333333333333,True
77,closed,PLA+,0.3,80,triangles,50,6.741666666666667,78.7,866.1306666666666,37696.36666666667,0.012,3781.786666666667,6.133333333333333,3.746666666666667,True
78,closed,PLA+,0.3,80,triangles,70,7.788,78.6,883.861,38344.13333333333,0.012,3809.272666666666,6.196666666666666,3.72,True
79,closed,PLA+,0.3,80,zigzag,30,5.791333333333334,80.0,868.7586666666666,39329.06666666667,0.01233333333333333,3824.575,6.216666666666666,3.553333333333333,True
80,closed,PLA+,0.3,80,zigzag,50,6.123333333333334,78.5,889.4336666666667,40105.7,0.01266666666666667,3871.891666666666,6.19,3.583333333333333,True
81,closed,PLA+,0.3,80,zigzag,70,6.622,78.0,921.9050000000001,41259.16666666666,0.012,3971.866,6.149999999999999,3.633333333333333,True
82,open,PLA+,0.1,20,grid,30,1.3243333333333334,78.5,665.0253333333334,32608.23333333333,0.013,2825.217,6.346666666666667,3.213333333333333,True
83,open,PLA+,0.1,20,triangles,50,1.9143333333333334,79.2,699.9830000000001,34566.3,0.013,2961.769666666667,6.263333333333333,3.233333333333333,True
84,open,PLA+,0.1,20,zigzag,70,1.6783333333333335,78.3,692.2736666666666,33775.16666666666,0.014,2813.426333333333,6.32,3.243333333333334,True
85,open,PLA+,0.1,50,grid,50,1.8526666666666667,81.1,709.9486666666667,35140.5,0.01366666666666667,3029.890333333333,6.313333333333333,3.2,True
86,open,PLA+,0.1,50,triangles,70,1.7,79.4,703.4763333333334,34693.0,0.013,3061.819,6.343333333333334,3.196666666666667,True
87,open,PLA+,0.1,50,zigzag,30,1.5986666666666667,80.7,750.904,37311.2,0.01366666666666667,3227.027666666666,6.343333333333334,3.173333333333333,True
88,open,PLA+,0.1,80,grid,70,3.6626666666666665,82.9,812.5826666666667,40700.7,0.013,3723.562,6.206666666666667,3.216666666666667,True
89,open,PLA+,0.1,80,triangles,30,7.225666666666666,82.1,790.4846666666666,39077.43333333333,0.013,3609.111,6.47,3.126666666666666,True
90,open,PLA+,0.1,80,zigzag,50,1.388,81.3,868.3796666666667,42794.86666666667,0.013,3832.971666666667,6.283333333333334,3.23,True
91,open,PLA+,0.2,20,grid,50,3.856333333333333,82.8,822.1423333333333,40908.83333333334,0.01266666666666667,3777.467666666667,6.3,3.19,True
92,open,PLA+,0.2,20,triangles,70,6.405666666666668,82.2,796.6983333333334,39436.06666666667,0.013,3608.991,6.393333333333334,3.16,True
93,open,PLA+,0.2,20,zigzag,30,3.3569999999999998,82.3,832.1006666666667,41533.6,0.012,3823.451,6.34,3.16,True
94,open,PLA+,0.2,50,grid,70,7.428,79.7,836.9896666666667,41451.63333333333,0.01266666666666667,3782.546666666667,6.336666666666666,3.186666666666667,True
95,open,PLA+,0.2,50,triangles,30,3.3843333333333336,83.1,855.9366666666666,42926.7,0.012,4055.672666666667,6.296666666666667,3.166666666666667,True
96,open,PLA+,0.2,50,zigzag,50,4.668,82.7,872.3173333333334,43247.0,0.013,3863.755,6.37,3.166666666666667,True
97,open,PLA+,0.2,80,grid,30,3.3166666666666664,83.2,874.8806666666666,43510.2,0.012,4086.568666666667,6.316666666666666,3.183333333333334,True
98,open,PLA+,0.2,80,triangles,50,3.621,83.0,909.7796666666667,44797.7,0.01233333333333333,4115.76,6.333333333333333,3.206666666666667,True
99,open,PLA+,0.2,80,zigzag,70,4.983999999999999,83.1,942.453,45738.4,0.013,4032.141666666666,6.420000000000001,3.21,True
100,open,PLA+,0.3,20,grid,70,5.536333333333332,82.6,973.5923333333334,44930.06666666667,0.01266666666666667,4014.259,6.486666666666667,3.34,True
101,open,PLA+,0.3,20,triangles,30,5.262,81.2,925.038,42355.16666666666,0.011,4111.244,6.43,3.396666666666667,True
102,open,PLA+,0.3,20,zigzag,50,6.182333333333333,81.9,991.6976666666666,44737.0,0.012,4099.801,6.513333333333333,3.403333333333334,True
103,open,PLA+,0.3,50,grid,30,5.6370000000000005,82.5,969.4263333333333,42649.83333333334,0.012,3969.908,6.57,3.46,True
104,open,PLA+,0.3,50,triangles,50,6.501666666666666,82.1,961.3620000000001,44807.73333333334,0.01166666666666667,4117.950333333333,6.436666666666667,3.333333333333333,True
105,open,PLA+,0.3,50,zigzag,70,0.0,76.0,922.2513333333333,42716.6,0.012,3909.19,6.63,3.256666666666666,False
106,open,PLA+,0.3,80,grid,50,0.0,76.2,971.0236666666666,41539.7,0.012,3826.88,6.536666666666666,3.576666666666667,False
107,open,PLA+,0.3,80,triangles,70,0.0,79.0,906.9293333333334,43748.2,0.01166666666666667,4127.136,6.53,3.18,False
108,open,PLA+,0.3,80,zigzag,30,5.423333333333333,76.5,919.294,40489.56666666667,0.011,3997.215666666667,6.543333333333334,3.47,True
109,closed,PLA,0.1,20,zigzag,30,4.763888888888889,75.9,721.0983333333334,33899.03333333333,0.012,3397.771666666667,6.16,3.453333333333333,True
110,closed,PLA,0.1,50,triangles,50,3.982666666666667,78.9,535.5673333333333,24581.66666666667,0.012,2447.902666666667,6.333333333333333,3.44,True
111,closed,PLA,0.1,80,grid,70,3.6784444444444446,80.0,650.2576666666668,30455.1,0.012,3137.009,6.243333333333333,3.42,True
112,closed,PLA,0.2,20,triangles,70,3.957222222222222,76.6,611.9316666666667,28870.23333333333,0.01266666666666667,2639.358,6.186666666666667,3.426666666666667,True
113,closed,PLA,0.2,50,grid,30,5.228555555555555,79.6,656.0103333333333,31174.96666666666,0.013,2871.204333333333,6.176666666666667,3.406666666666666,True
114,closed,PLA,0.2,80,zigzag,50,6.404333333333334,80.2,797.4943333333334,37621.46666666667,0.01266666666666667,3597.311666666666,6.216666666666666,3.41,True
115,closed,PLA,0.3,20,grid,50,7.071333333333333,79.2,763.9833333333332,34518.3,0.013,3167.453,6.3,3.513333333333333,True
116,closed,PLA,0.3,50,zigzag,70,6.157444444444445,78.7,819.844,36926.76666666667,0.013,3400.771666666667,6.260000000000001,3.546666666666667,True
117,closed,PLA,0.3,80,triangles,30,4.163777777777778,79.1,873.1106666666666,39515.13333333333,0.012,3834.491,6.253333333333333,3.533333333333333,True
118,open,PLA,0.1,20,zigzag,30,3.5767777777777776,75.7,690.5393333333333,35800.9,0.01366666666666667,2999.250333333333,6.103333333333333,3.16,True
119,open,PLA,0.1,50,triangles,50,3.236,79.1,702.6143333333333,36093.2,0.013,3218.639666666666,6.12,3.18,True
120,open,PLA,0.1,80,grid,70,4.971222222222221,81.4,778.9549999999999,40148.6,0.01366666666666667,3564.459666666667,6.126666666666666,3.173333333333333,True
121,open,PLA,0.2,20,triangles,70,4.985,78.3,790.0563333333333,41260.83333333334,0.01266666666666667,3715.355333333333,6.316666666666666,3.033333333333333,True
122,open,PLA,0.2,50,grid,30,7.240222222222222,79.5,806.1896666666667,41903.76666666666,0.01266666666666667,3910.774,6.303333333333334,3.06,True
123,open,PLA,0.2,80,zigzag,50,4.651555555555555,80.4,876.631,45435.23333333334,0.01233333333333333,4202.573666666666,6.25,3.09,True
124,open,PLA,0.3,20,grid,50,5.700666666666667,76.3,915.7669999999999,46042.83333333334,0.012,4263.162666666667,6.350000000000001,3.143333333333333,True
125,open,PLA,0.3,50,zigzag,70,5.950777777777778,79.2,852.4806666666667,42187.83333333334,0.01233333333333333,3968.387666666667,6.29,3.22,True
126,open,PLA,0.3,80,triangles,30,5.359777777777778,81.6,953.398,46986.5,0.012,4386.333666666666,6.489999999999999,3.126666666666666,True
127,closed,PLA phosphorus,0.3,20,zigzag,50,7.7973333333333334,80.0,811.913,35766.96666666667,0.013,3206.877666666667,6.426666666666667,3.533333333333333,True
128,closed,PLA phosphorus,0.3,50,grid,30,6.656333333333333,79.1,859.0583333333334,37501.9,0.013,3415.119666666667,6.46,3.546666666666667,True
129,closed,PLA phosphorus,0.3,50,triangles,50,8.372666666666667,77.2,844.9776666666667,37211.33333333334,0.01266666666666667,3447.573,6.25,3.633333333333333,True
130,closed,PLA phosphorus,0.3,50,zigzag,70,9.006,79.8,851.6903333333333,38773.9,0.01333333333333333,3493.343,6.193333333333332,3.546666666666667,True
131,closed,PLA phosphorus,0.3,80,grid,50,8.129666666666667,78.5,926.1193333333334,40780.8,0.013,3750.499,6.216666666666666,3.653333333333334,True
132,closed,PLA phosphorus,0.3,80,triangles,70,10.036333333333333,77.7,932.324,41700.26666666667,0.01266666666666667,3919.819666666666,6.246666666666667,3.58,True
133,closed,PLA phosphorus,0.3,80,zigzag,30,6.347333333333334,80.0,967.3373333333333,43532.7,0.01366666666666667,3905.514,6.32,3.516666666666667,True
134,closed,PLA phosphorus,0.2,20,zigzag,30,4.975666666666666,78.7,666.1553333333333,31274.3,0.01333333333333333,2716.794666666667,6.41,3.323333333333333,True
135,closed,PLA phosphorus,0.2,50,grid,70,5.685,82.8,743.8163333333333,34330.13333333333,0.014,2966.015666666666,6.43,3.37,True
136,closed,PLA phosphorus,0.2,50,triangles,30,4.200333333333333,81.2,716.7026666666667,32571.43333333333,0.01333333333333333,2890.398333333333,6.523333333333333,3.373333333333334,True
137,closed,PLA phosphorus,0.2,50,zigzag,50,5.649,80.9,707.114,31796.7,0.013,2865.790666666666,6.41,3.47,True
138,closed,PLA phosphorus,0.2,80,grid,30,4.6770000000000005,81.6,818.8236666666667,37162.46666666667,0.01333333333333333,3427.883,6.393333333333334,3.446666666666667,True
139,closed,PLA phosphorus,0.2,80,triangles,50,6.446000000000001,80.4,817.0553333333334,36853.56666666667,0.012,3701.227666666667,6.47,3.426666666666667,True
140,closed,PLA phosphorus,0.2,80,zigzag,70,5.475666666666666,82.6,909.402,41216.76666666667,0.01333333333333333,3653.937333333333,6.383333333333333,3.456666666666667,True
141,open,PETG,0.2,50,zigzag,50,4.694,77.2,823.8180000000001,42077.03333333333,0.01866666666666666,2684.492,6.44,3.04,True
142,closed,PLA phosphorus,0.3,20,grid,70,8.398333333333333,77.6,800.98,34448.93333333333,0.013,3114.674666666666,6.513333333333333,3.57,True
143,closed,PLA phosphorus,0.3,20,triangles,30,6.757000000000001,79.8,781.3933333333333,34482.43333333333,0.012,3234.681333333333,6.383333333333333,3.55,True
144,open,PETG,0.2,80,zigzag,70,7.135000000000001,60.5,741.9499999999999,36707.76666666667,0.019,2340.101666666667,6.343333333333334,3.186666666666667,True
145,open,PETG,0.3,20,grid,70,7.034,70.0,732.2276666666667,41158.3,0.017,2724.535,6.626666666666666,2.686666666666667,True
146,open,PETG,0.3,20,triangles,30,6.363666666666667,75.9,757.3953333333334,40847.33333333334,0.01533333333333333,2888.333666666667,6.456666666666667,2.87,True
147,open,PETG,0.3,20,zigzag,50,5.087666666666667,76.6,907.9989999999999,42272.26666666667,0.01633333333333334,2920.225333333333,6.443333333333332,3.333333333333333,True
148,open,PETG,0.3,50,grid,30,5.976333333333334,75.0,961.4846666666666,42066.53333333333,0.017,2803.774666666667,6.486666666666667,3.526666666666667,True
149,open,PETG,0.3,50,triangles,50,7.205000000000001,76.6,883.4943333333334,42971.26666666667,0.017,2889.055333333334,6.486666666666667,3.17,True
150,open,PETG,0.3,50,zigzag,70,5.508,72.4,831.8713333333334,41720.26666666667,0.01733333333333334,2804.412333333334,6.32,3.156666666666666,True
151,open,PETG,0.3,80,grid,50,0.0,73.6,846.0323333333332,41867.23333333333,0.017,2848.661,6.456666666666666,3.13,False
152,open,PETG,0.3,80,triangles,70,5.7059999999999995,74.9,855.4246666666668,41770.46666666667,0.016,2897.012666666667,6.453333333333333,3.173333333333333,True
153,open,PETG,0.3,80,zigzag,30,7.808,76.3,894.2853333333333,44350.63333333333,0.017,2911.977666666667,6.443333333333334,3.13,True
154,closed,PETG,0.1,20,grid,30,3.0109999999999997,42.0,661.0396666666667,31047.43333333333,,1761.503666666667,6.233333333333333,3.416666666666667,True
155,closed,PETG,0.1,20,grid,50,4.578333333333333,40.1,649.4423333333333,30197.06666666667,,1657.813333333334,6.239999999999999,3.446666666666667,True
156,closed,PETG,0.1,20,grid,70,5.503,34.6,663.1233333333333,31968.43333333333,,1832.154333333333,6.083333333333333,3.41,True
157,closed,PETG,0.1,20,triangles,30,1.283,48.9,670.1576666666666,32276.86666666667,0.01966666666666667,1963.124,6.22,3.338333333333333,True
158,closed,PETG,0.1,20,triangles,50,1.6600000000000001,52.4,748.0093333333333,34286.06666666667,0.0215,1879.322,6.416666666666667,3.4,True
159,closed,PETG,0.1,20,triangles,70,1.452333333333333,53.7,738.977,34102.66666666666,,1895.323,6.293333333333333,3.443333333333333,True
160,closed,PETG,0.1,20,zigzag,30,1.618,58.8,691.1666666666666,33052.7,0.02066666666666667,1822.723666666667,6.193333333333332,3.376666666666667,True
161,closed,PETG,0.1,20,zigzag,50,2.5403333333333333,59.0,676.4906666666667,32427.4,0.0205,1834.580333333333,6.19,3.37,True
162,closed,PETG,0.1,20,zigzag,70,1.9720000000000002,50.5,670.5513333333333,32282.6,,1842.565333333333,6.156666666666666,3.373333333333334,True
163,closed,PETG,0.1,50,grid,30,2.7923333333333336,70.9,679.6986666666667,33292.43333333333,0.01866666666666666,2004.831,6.113333333333333,3.34,True
164,closed,PETG,0.1,50,grid,50,1.7663333333333335,71.6,719.824,34207.56666666667,0.01933333333333333,2052.778,6.263333333333333,3.36,True
165,closed,PETG,0.1,50,grid,70,2.688333333333333,71.1,735.2826666666666,35070.16666666666,0.021,2041.524666666667,6.136666666666667,3.416666666666667,True
166,closed,PETG,0.1,50,triangles,30,1.7313333333333334,64.4,700.991,32635.5,0.01866666666666666,2021.615666666667,6.196666666666666,3.466666666666667,True
167,closed,PETG,0.1,50,triangles,50,1.3896666666666668,68.1,757.3603333333334,36138.03333333333,0.019,2233.478,6.213333333333334,3.373333333333333,True
168,closed,PETG,0.1,50,triangles,70,1.6973333333333336,72.0,737.6626666666667,34169.76666666667,,2092.189,6.27,3.443333333333333,True
169,closed,PETG,0.1,50,zigzag,30,1.3733333333333333,71.6,783.2133333333333,34766.96666666667,0.02033333333333333,2001.931666666667,6.593333333333334,3.416666666666667,True
170,closed,PETG,0.1,50,zigzag,50,1.3136666666666668,71.1,772.1696666666667,34011.66666666666,0.02,1987.922,6.743333333333333,3.366666666666667,True
171,closed,PETG,0.1,50,zigzag,70,1.607,69.5,768.832,33917.4,,1979.228333333333,6.68,3.393333333333333,True
172,closed,PETG,0.1,80,grid,30,1.3193333333333335,74.8,840.6373333333335,36865.46666666667,0.019,2289.432333333334,6.726666666666667,3.39,True
173,closed,PETG,0.1,80,grid,50,1.0773333333333335,74.7,825.4780000000001,36401.53333333333,0.01866666666666666,2271.822666666666,6.656666666666666,3.406666666666667,True
174,closed,PETG,0.1,80,grid,70,1.7933333333333332,71.7,847.2523333333334,37173.16666666666,0.02,2260.082666666667,6.736666666666667,3.383333333333333,True
175,closed,PETG,0.1,80,triangles,30,2.4053333333333335,73.1,815.0103333333333,37356.06666666667,0.019,2435.444666666667,6.336666666666667,3.443333333333333,True
176,closed,PETG,0.1,80,triangles,50,1.5956666666666666,74.4,785.5886666666667,34990.56666666667,,2294.103,6.63,3.386666666666667,True
177,closed,PETG,0.1,80,triangles,70,2.0690000000000004,73.6,783.3179999999999,36488.13333333333,,2384.259,6.216666666666666,3.453333333333333,True
178,closed,PETG,0.1,80,zigzag,30,1.3163333333333334,73.9,860.4496666666668,39105.43333333333,0.01866666666666666,2498.094666666666,6.416666666666667,3.43,True
179,closed,PETG,0.1,80,zigzag,50,2.536,70.6,845.3756666666667,38021.6,0.02,2268.653666666667,6.56,3.39,True
180,closed,PETG,0.1,80,zigzag,70,2.5656666666666665,61.6,813.2803333333333,37085.46666666667,0.0215,2145.124666666667,6.513333333333333,3.37,True
181,closed,PETG,0.2,20,grid,30,2.904666666666667,67.7,693.0176666666666,31190.63333333333,,1943.916333333333,6.473333333333334,3.433333333333334,True
182,closed,PETG,0.2,20,grid,50,3.2046666666666668,65.3,731.8816666666667,32499.36666666667,0.02,1928.54,6.649999999999999,3.386666666666667,True
183,closed,PETG,0.2,20,grid,70,3.6816666666666666,65.2,741.5963333333333,33720.9,,1952.795333333333,6.44,3.416666666666667,True
184,closed,PETG,0.2,20,triangles,30,2.7163333333333335,66.8,738.0236666666666,32819.53333333333,0.019,1923.408,6.68,3.366666666666667,True
185,closed,PETG,0.2,20,triangles,50,4.1513333333333335,67.4,764.4513333333334,33912.06666666667,,1935.960333333333,6.670000000000001,3.38,True
186,closed,PETG,0.2,20,triangles,70,3.215,68.3,774.0536666666667,33614.33333333334,,1917.145333333333,6.63,3.473333333333333,True
187,closed,PETG,0.2,20,zigzag,30,2.918333333333333,69.3,723.2013333333334,31877.8,0.019,1965.228,6.713333333333334,3.38,True
188,closed,PETG,0.2,20,zigzag,50,3.3880000000000003,66.8,747.8233333333334,32916.63333333333,,1948.865666666667,6.663333333333333,3.41,True
189,closed,PETG,0.2,20,zigzag,70,3.4163333333333328,65.0,741.6080000000001,33502.6,,1984.211333333333,6.48,3.416666666666667,True
190,closed,PETG,0.2,50,grid,30,3.2883333333333336,73.4,777.7853333333333,34305.56666666667,0.01933333333333333,2047.652,6.643333333333334,3.413333333333334,True
191,closed,PETG,0.2,50,grid,50,3.425333333333333,70.5,796.7510000000001,35097.93333333333,0.02,2036.598666666667,6.683333333333334,3.396666666666667,True
192,closed,PETG,0.2,50,grid,70,3.7900000000000005,71.7,791.5293333333333,34927.7,,2092.628,6.640000000000001,3.413333333333334,True
193,closed,PETG,0.2,50,triangles,30,3.1950000000000003,74.9,784.1846666666667,34440.03333333333,0.01766666666666667,2205.660333333333,6.613333333333333,3.443333333333333,True
194,closed,PETG,0.2,50,triangles,50,3.046333333333333,71.9,809.4383333333334,36027.16666666666,,2245.069333333333,6.506666666666667,3.453333333333333,True
195,closed,PETG,0.2,50,triangles,70,3.598333333333333,73.4,794.031,36109.56666666667,,2258.272666666666,6.356666666666666,3.46,True
196,closed,PETG,0.2,50,zigzag,30,2.9386666666666663,72.6,785.8336666666668,34468.23333333334,,2115.944666666667,6.653333333333333,3.426666666666667,True
197,closed,PETG,0.2,50,zigzag,50,2.8953333333333333,72.9,797.6306666666666,34931.16666666666,,2112.297333333333,6.669999999999999,3.423333333333333,True
